Title,GameURL,ThumbnailURL,Category,Type,Description
adventures-of-batman-robin-the,/roms/adventures-of-batman-robin-the.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRwIPM7-7eE_1EBuJm_PBtyki4LtHidNBOeUcx6zsJRB32O_ZYnbaodku6cyw&s,Category,Emulator,"Action
Platform|Sega Genesis
Description|Play as Batman or Robin to stop villains in Gotham City."
adventures-of-lolo-2,/roms/adventures-of-lolo-2.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSk-KaRC66_6GqnvzQ0cIwltT8zfWSGGjuGk4BHQ7C8SWAgc3vXU1lCWTntXQ&s,Puzzle,Emulator,Lolo must navigate through levels solving puzzles to rescue Princess Lala.
adventures-of-lolo-3,/roms/adventures-of-lolo-3.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSeQy2A6MTJBJLKmCImlL0s2lXN1RYhEr4UKCUBrWN246ZTc0yy62Dhuc7cHg&s,Puzzle,Emulator,Lolo must rescue Princess Lala with the help of his friends in various puzzle-filled rooms.
adventures-of-lolo,/roms/adventures-of-lolo.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ81RXxeNHeAxQGq0tUuS8n2iafzREqwF93jUNyqegCJF3YnejqTqzV4dqox3A&s,Puzzle,Emulator,Lolo must rescue princess Lala by solving puzzles and avoiding enemies.
adventures-of-tom-sawyer,/roms/adventures-of-tom-sawyer.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQIcAX5Q6P0gnpuaiWCXGcmjrroCVpdxdh8djr6MAIygiBhtKbYG1gLWU9x_lA&s,Category,Emulator,"Adventure
Developer|Winkysoft
Publisher|SETA Corporation
Released|1989
Platforms|NES, Game Boy"
aero-fighters,/roms/aero-fighters.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRWPUZ6kdGmPnAFkpk7LkZpM042DjMePWrUN84cEu0pP519PukvrEJXuHjsNA&s,Shooter,Emulator,Players control various aircrafts to defeat enemies in fast-paced levels.
aero-the-acro-bat-2,/roms/aero-the-acro-bat-2.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTZdU69K5mpsjL75x8xFuRMyKxswo5FvTRpUMI9xVePqgEPRumqIETfe_km810&s,Genre,Emulator,Platformer. Plot|Aero must stop villain Edgar Ektor from polluting the circus and destroying the world.
aero-the-acro-bat,/roms/aero-the-acro-bat.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTM3lXjAxAbJU8K1zqvFLBqK7BdFeXYnNPXktSDd1HFBZGhLVqCUYE_kHt9Vpo&s,Category,Emulator,"Platformer. Description|Aero, a circus bat, must defeat evil Edgar Ektor in this 2D side-scrolling game."
aerobiz-supersonic,/roms/aerobiz-supersonic.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQUqOns_UJ6ON71G_CiA23ks28HQVTmTuFBWqPJnboqgzIQJwF7anQqf6bf5GI&s,Simulation,Emulator,"Run an airline, manage routes, planes, and finances to dominate the global aviation industry."
aerobiz,/roms/aerobiz.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTTaTUsEbgkuRV7_SA4f6jkh1AMXAx_wjj3Zbk4CJA_5uq4FeUK329XBOYNspA&s,Simulation,Emulator,Manage airline fleet and routes to become most successful airline in world.
air-buster,/roms/air-buster.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ6DN-iD6aqtsHtizkY-yNT-OSn2YGz1OtgBsHN8QdrnKw7c1bqwnFZ3hwy2Q&s,Category,Emulator,Arcade shooter. Description|Pilot a fighter jet to take down enemy forces in vertical scrolling levels.
aladdin,/roms/aladdin.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSGP83D1pQDuHkS2ZyBbZgXbWuYPK7rxyDafX_Mo-7q3op8iHQfJIL1Un3ANg&s,Category,Emulator,"Description
Platformer|Aladdin runs, jumps, and fights through Agrabah to defeat Jafar and save Jasmine."
aladdin,/roms/aladdin.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSGP83D1pQDuHkS2ZyBbZgXbWuYPK7rxyDafX_Mo-7q3op8iHQfJIL1Un3ANg&s,Category,Emulator,"Description
Platformer|Aladdin runs, jumps, and fights through Agrabah to defeat Jafar and save Jasmine."
alex-kidd-in-the-enchanted-castle,/roms/alex-kidd-in-the-enchanted-castle.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQMyAS0Ag4XlbZCHvqJHyVAxzQGhgHi3ACsftI_bytlUlbO2xkWwMTt6rafYyk&s,Category,Emulator,"Action/Adventure Platformer
Developer|Sega
Release Date|1989
Objective|Defeat Janken the Great, save the kingdom."
alfred-chicken,/roms/alfred-chicken.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRAnyJldpBxfV-O6-x9hUXbFfcWR2uuwj59JKW1fjvLDyADklp0kaRUpMFwGA&s,Platformer,Emulator,Alfred Chicken jumps and pecks enemies in various levels to rescue the chicks.
alien-3,/roms/alien-3.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT3Y_FspgLAVKHSOkZ7-LK1cXXJfOQ4cJK6NKYpbnno6DZxwS1bwXKvaOdfXy0&s,Category,Emulator,"Action
Description|Ellen Ripley fights xenomorphs on a prison planet in this movie tie-in game.
Category|Platformer
Description|Navigate levels and avoid enemies as Ripley in this side-scrolling game.
Category|Shooter
Description|Blast xenomorphs with various weapons in this intense survival game."
alien-hominid,/roms/alien-hominid.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTdMoxQNPfppDfEJhqEIfaO3WaXPTTLHl0L9_mOOEVMnGCqlWqnYi2db3Wm1U0&s,Category,Emulator,Side-scrolling shooter about an alien trying to escape Earth.
alien-soldier,/roms/alien-soldier.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSFQjD09YNoz9XQn-4Tcc6OrXico4ywh3HlBc_8hvhbHNLVcYzGB5tCmo0EMA&s,Category,Emulator,"Description
Genre|Run-and-gun shooter with boss battles.
Developer|Treasure
Release Date|1995
Platforms|Sega Genesis, Virtual Console"
alien-vs-predator,/roms/alien-vs-predator.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRfIgY1mjjtOYHjI-iZDwgq5-BtSA6ItntJ_44L4U7B9s4TiGMQBPRoNoRhhg&s,Action,Emulator,"Play as a marine, alien, or predator in intense battles."
alisia-dragoon,/roms/alisia-dragoon.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS2to5CK6Ys8E-Mq3mL7NtKniLVEi5tSjbkbnol4HI6dTdAZ_WSeM0-XrzzfA&s,Action,Emulator,Alisia battles monsters with elemental attacks in this Sega Genesis game.
altered-beast,/roms/altered-beast.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSiUQaROdCEnTNEWEWZveXMKYtncJ5uoNbNBeIAMcmNw2j3PX1YONds0NNjbgM&s,Category,Emulator,"Beat 'em up
Description|Players transform into various beasts to defeat enemies and save Zeus's daughter."
amazing-spider-man-the---lethal-foes,/roms/amazing-spider-man-the---lethal-foes.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS79fta8TjtVJmcPx_yyAJrIP55Nh-LVyU8MIG5hUsW29S1VRoNwQfafo6Ppw&s,Category,Emulator,"Description
Platformer|Spider-Man faces off against iconic foes in this action-packed side-scrolling adventure."
american-tail-an---fievel-goes-west,/roms/american-tail-an---fievel-goes-west.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTt2KcNOclOF7yYF8pSUQM6f_NF6YNX6gr_Cj6NSuG-Kptm51KAMzS3-mXg4T8&s,Category,Emulator,"Platformer.
Developer|Hudson Soft.
Publisher|Capcom.
Released|1994.
Platforms|Super Nintendo Entertainment System.
Description|Help Fievel navigate through the wild west to find his family."
animaniacs,/roms/animaniacs.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ9fAd99u5FM2sTZyYNzESr7YAi6HV_tngbmeEBTlLTiGWGnzq0ket11pvQfjw&s,Unknown,Emulator,Characters from the popular TV show participate in wacky mini-games.
arcana,/roms/arcana.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRnqOHJZlVxURmD-xWgxnJ4jzreBfoyZ5U_K3HS1rPEYD95ygzo0Gzkz0Foew&s,Category,Emulator,"RPG.
Description|Players control a hero exploring dungeons and battling monsters in a quest to save the world."
ardy-lightfoot,/roms/ardy-lightfoot.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSI0nqxk9X83n6ckRCGOkRvQQc87ESQkaL5VgM-XMEuvpep8LRdvi7Ier-brQ&s,Platformer,Emulator,Ardy must save the world of Gunbareon from evil Skullmaster.
arkanoid---doh-it-again,/roms/arkanoid---doh-it-again.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTc5TSx3xhCq7mET7LMB3O454QsXrlT5bctM2Zuy5vgLyvoNP9KsPuCiW0NVk0&s,Category,Emulator,"Classic brick-breaking game with power-ups and new levels.
Developer|Taito Corporation
Publisher|Natsume Inc.
Release Date|1997
Platforms|Super Nintendo Entertainment System"
arkanoid,/roms/arkanoid.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQfnuIznSipNlyEG9C86CA5SxETU2QG3F5DX98pooR7dKtK2vDT5oKZ34gUbSg&s,Arcade,Emulator,Breakout-inspired game where players control a paddle to bounce a ball and break bricks.
arkistas-ring,/roms/arkistas-ring.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRrIZQwnilIug9ZYNxQE-_XDCnjl3YXg-cjdCIHpo2QLpYMG4cM_CV4EK0eQQ&s,Category,Emulator,"Action RPG
Description|Defeat enemies and collect rings to save the kingdom from evil."
astro-boy---omega-factor,/roms/astro-boy---omega-factor.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTJTvxsT7AkH_GthwkRiTPMgRAQDVDEybLyUO40wlPGB6W-tmY_RTHWaU3bUg&s,Category,Emulator,"Action Adventure
Platform|Game Boy Advance
Publisher|Sega
Developer|Treasure
Release Date|2004
Description|Astro Boy fights evil robots to uncover his past memories."
astyanax,/roms/astyanax.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT3JutMpmRbVkQMp9bcjn4O9DyMJ2AiqsR-XN3iN4HSEup0bYhKmA4ijj07xuM&s,Platformer,Emulator,Astyanax fights through a fantasy world to save Princess Rosebud from evil wizard.
atomic-runner,/roms/atomic-runner.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGvroAFWAC-b4wjbz6_7tqxTQpB4CXBfILmsFwkY55EkS0LcXxAT2qn-AFOMg&s,Category,Emulator,Run and gun arcade game released in 1988.
axelay,/roms/axelay.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRvQNHNi3oRRDEJmDVgW01rx3nLba_qc_gn7IoAv1lGoQhd7H00i6FrQ3_rsg&s,Action,Emulator,"Pilot spacecraft, defeat enemies, upgrade weapons in side-scrolling shooter with impressive graphics and music."
bahamut-lagoon,/roms/bahamut-lagoon.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTH01diuW5_2fWGqMVkBG8vnbnsFh_Gp95MibEROqTjxUn-cZNVg0Ml4eYvkQ&s,Category,Emulator,"Strategy RPG. 

Developer|Square. 

Console|Super Famicom. 

Release Date|February 9, 1996. 

Story|Protecting dragons and restoring peace."
balloon-fight,/roms/balloon-fight.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQk3ws_YSwIgnC_Khmt_qcLxb96PpANxwh4StQsahjVaVm7YRR4q_h7rpZ3Ew&s,Category,Emulator,"Action
Description|Fly around and pop enemy balloons to advance levels."
ballz-3d---fighting-at-its-ballziest-ballz-3d---the-battle-of-the-ballz,/roms/ballz-3d---fighting-at-its-ballziest-ballz-3d---the-battle-of-the-ballz.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQrRMwTy53HzN2nS-vSzM5SxEfTP-TbNb9EIKGwkageijZZ8evjoC4CcUxO-Q&s,Category,Emulator,Fighting game. Description|Contend in intense one-on-one battles with 12 unique characters.
banana-prince,/roms/banana-prince.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTjuQsfWaUw-JnBP59TO-I0pSME7Dm0RiKedOb4L1Yb4B5zUx28CEtPNqMT4w&s,Genre,Emulator,"Platformer.
Plot|Prince Banana must save his kingdom from the evil sorcerer."
banjo-kazooie---gruntys-revenge,/roms/banjo-kazooie---gruntys-revenge.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQDfb1oWr2APX2J5Ye0VOS618sarpf0FVzlTPtmFcCfUceRH6ofzwKMqSTAxA&s,Category,Emulator,"Adventure Platformer
Description|Banjo and Kazooie team up to defeat Grunty, traveling through various worlds on a handheld adventure."
bare-knuckle---ikari-no-tekken-streets-of-rage,/roms/bare-knuckle---ikari-no-tekken-streets-of-rage.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTt2G1LKstpWodna8RnLT4yvS6oyXn5XBsbn5TvpCpJLcOHBK5mj2k5_CBOJw&s,Category,Emulator,"Beat 'em up
Publisher|Sega
Release Date|1991
Platforms|Sega Genesis, Arcade
Synopsis|Fight through the city streets to save the kidnapped Adam from the evil Syndicate."
bass-masters-classic---pro-edition,/roms/bass-masters-classic---pro-edition.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQsOu15Jcr7e9v0gZnVoga7CEYQUukW8398Ld6F-JqNauUyLDM6uHQlaB9VkA&s,Category,Emulator,"Sports Fishing Simulation
Platform|Super Nintendo Entertainment System
Developed by|Black Pearl Software
Released in|1996"
bassins-black-bass,/roms/bassins-black-bass.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRwve4bfWzftwPsznQnAhtJL0SdRS4xJkFfsQoSWR_M75H4w3RuQendaiFKbA&s,Sports Fishing,Emulator,Catch fish in realistic lakes and rivers with different lures and techniques.
batman---return-of-the-joker,/roms/batman---return-of-the-joker.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS25jqFz0YXP3u7FjWFEH95GBBmU-CD-2Wq4uljD94-vwVtvoFEPmFaWAZxtSA&s,Category,Emulator,"Description 
Platformer| Batman battles enemies to stop Joker's plans."
batman---the-video-game,/roms/batman---the-video-game.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQXHjUGUAUAVRtjwzGX3JXV7WGr2soe32i8dOxfL8m8Sq8k8p0mSTswrdpczA&s,Genre,Emulator,Action-adventure. Gotham City's hero fights crime and faces his enemies.
batman-returns,/roms/batman-returns.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS-PjNltMseh2a4YIXwcN5rdFi7jWQ7dqGACcEVFtzlYaKpExI0j3GMIKeoww&s,Category,Emulator,"Action
Platform|Several platforms
Release Date|1992
Publisher|Konami
Developer|Konami
Description|Batman battles enemies in Gotham City to save Christmas."
batman-returns,/roms/batman-returns.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS-PjNltMseh2a4YIXwcN5rdFi7jWQ7dqGACcEVFtzlYaKpExI0j3GMIKeoww&s,Category,Emulator,"Action
Platform|Several platforms
Release Date|1992
Publisher|Konami
Developer|Konami
Description|Batman battles enemies in Gotham City to save Christmas."
battle-mania-daiginjou,/roms/battle-mania-daiginjou.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQfQDJnX9cb5a8Rhndw9YLusA-Whp8CVoG6Vfj5Fr1jb4pWdtJ9__7ES9WzoQ&s,Category,Emulator,Shoot 'em up sequel where 2 girls fight evil corporations.
battle-of-olympus-the,/roms/battle-of-olympus-the.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSp2zj9v2MVWO6VJuDYEQsthBM0adDe9KnNfkbslPE_DCSQ03-fWM-Sa0LlmA&s,Category,Emulator,Action-adventure  Description|Travel ancient Greece to rescue Helen of Troy from Hades.
battletech---a-game-of-armored-combat,/roms/battletech---a-game-of-armored-combat.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQudKblxErz7mpcCG4CCAMnI3RjNWdJNrjon4XX4rxfliRmSsSfdGZk7SG5Ohc&s,Category,Emulator,"Description
Title|Battletech - A Game of Armored Combat
Genre|Turn-based strategy
Developer|Harebrained Schemes
Publisher|Paradox Interactive
Platforms|PC, Mac, Linux
Release Date|April 24, 2018"
battletoads-double-dragon,/roms/battletoads-double-dragon.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTNcTkvwoN7jlAgXEPm7Ft34UfThKbzZyZsGyAhkXYtiMEhCtvfFqM9hBOyXw&s,Genre,Emulator,Beat 'em up crossover game featuring Battletoads and Double Dragon characters.
battletoads,/roms/battletoads.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSXXMPsb8Rzy7X45TtU9WMuPQ84x7YujMqdTX1wdnPvx-2-AkWolkDLWBuH_ZY&s,Category,Emulator,"Beat 'em up
Genre|Difficulty adjustable beat 'em up game featuring three anthropomorphic toads fighting enemies."
best-of-the-best---championship-karate,/roms/best-of-the-best---championship-karate.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTuQtxng-GODiQ61yJOrYKcByUVCB8dLe7THnbswJqD1YdUkOQyz9PEM6-Uvg&s,Genre,Emulator,"Fighting game featuring karate tournaments.
Developer|Loriciel.
Publisher|Electro Brain.
Release Date|1992.
Platforms|NES, SNES, Commodore 64."
best-of-the-best---championship-karate,/roms/best-of-the-best---championship-karate.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTuQtxng-GODiQ61yJOrYKcByUVCB8dLe7THnbswJqD1YdUkOQyz9PEM6-Uvg&s,Genre,Emulator,"Fighting game featuring karate tournaments.
Developer|Loriciel.
Publisher|Electro Brain.
Release Date|1992.
Platforms|NES, SNES, Commodore 64."
beyond-oasis,/roms/beyond-oasis.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS3ch5RgN1OjuL9XJSQUGFi1usSo64zttAbhi-eJbbdtSiVMdtiL__1m_o-9Bc&s,Action-adventure,Emulator,Prince Ali must defeat the evil wizard Agito using four elemental spirits.
biker-mice-from-mars,/roms/biker-mice-from-mars.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQCxaAa9HS9dS614bAzXTZRchPsT9-LeUMO54Ny_O8aSTKWGIa0VTeUN3RwkLo&s,Category,Emulator,"Racing. 
Description|Teenage mutant mice race motorcycles to save Mars from evil alien invaders."
bio-hazard-battle,/roms/bio-hazard-battle.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSiQlwIc4ii_L7ytMvdU529KBYrS-p1bbcTuWTo04E-TIERc1lTuKTzBcMdxA&s,Category,Emulator,"Shooter
Description|A side-scrolling shooter where players battle mutant creatures in a post-apocalyptic world."
bio-miracle-baby-upa,/roms/bio-miracle-baby-upa.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS5N-MmI4Jb3vSjjn8hGTmaZAKyI9lsCOfBm2FwQ2J6tNnw08b0M9CM98OV7FM&s,Category,Emulator,"Platformer
Description|Upa must save the world by bouncing on enemies and solving puzzles."
biometal,/roms/biometal.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR_4PLsuqMZBaG5rQ2q9MRxok1SxVKbCZrsFqpm14Nh-tNAkqnTn_6sP29NUYY&s,Category,Emulator,"Shooter
Description|Pilot a high-tech fighter in a futuristic war against alien forces."
bionic-commando,/roms/bionic-commando.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcREbIgfQgrk0Ra14KP5WDTL7j1e0F5JM1ojGtfdXfA5ClMBXMBG-ro8oogL6Yo&s,Category,Emulator,"Action-adventure
Description|Play as Nathan Spencer with a bionic arm on a mission to stop terrorists."
blackthorne,/roms/blackthorne.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQcJbqvSndph5aW6JbFBTccPCyD6RFY80yGd8_AVRSkq2YOKTgUvDATE0rRIQ&s,Platformer,Emulator,Kyle Blackthorne returns to avenge his father's death in this action-adventure game.
blades-of-steel,/roms/blades-of-steel.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRB9jQADfqFp6N4r8QXqM9ZSZAJ64FQlndouHUDHlqgcnWL1xBhUqFBnibtK2k&s,Sports,Emulator,Classic ice hockey game featuring fast-paced action and fighting mechanics.
blaster-master,/roms/blaster-master.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNqt0m4tcuKYLhIruNXD79ZLPs6HZZrt1cyn2f6H5uiJMnnUTL1weqh6BcBg&s,Category,Emulator,Action platformer. Unknown|Explore underground with Sophia tank and Jason.
blazeon---the-bio-cyborg-challenge,/roms/blazeon---the-bio-cyborg-challenge.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRORX81a8mJ4RccUSm7rUW-PvhMTlMIhMWxqmlR2d3nqdh-s1Wffase9s6keg&s,Category,Emulator,"Description
Genre|Shoot 'em up arcade game
Developer|Atlus
Publisher|Atlus
Platforms|Arcade, Super Nintendo
Release Date|1992"
boktai---the-sun-is-in-your-hand,/roms/boktai---the-sun-is-in-your-hand.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQvpvef27LSeMZCVrVly19qk4Jl2jd4kMVP36aL_N4dsVeBZbEO6WFA_Y7NOo8&s,Category,Emulator,"Action-Adventure
Plot|Sneak around undead enemies with a solar-powered gun to defeat the vampire king. 
Developer|Hideo Kojima
Release Date|July 28, 2003
Platforms|Game Boy Advance"
boktai-2---solar-boy-django,/roms/boktai-2---solar-boy-django.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSgLqdyN88IXmZWpWqAGLmj8DXsv0XObiNYBZ2oLR4a4kA-Jwj9B78xzUUOGA&s,Category,Emulator,"Action-adventure
Developer|Konami
Released|2004
Platform|Game Boy Advance
Description|Vampire hunting game that utilizes a solar panel on the cartridge for sunlight-based gameplay."
bomberman-ii,/roms/bomberman-ii.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSSfjxWPPXED5Ry922Ucb4j9Oew6aq4MnT-O-mWuShun0z4sS8gRtlix3E3vYE&s,Category,Emulator,"Action
Platforms|NES
Developer|Hudson Soft
Players|1-2
Description|Classic Bomberman gameplay with new power-ups and enemies."
bomberman,/roms/bomberman.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSHo9DkKG8awztWgB9GiZrnyYIvwXaV_pbuMrOw3ubvV7NOEUK_Tho8D2lo2Fc&s,Classic,Emulator,"Blast your way through mazes, strategically placing bombs to defeat enemies and uncover power-ups."
bonanza-bros,/roms/bonanza-bros.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQo9IJv5Ahns0CEPwPQ7xrGjGgb17O9C3g7p_5AOXlzTD4KNll_q4OoOz66Ww&s,Genre,Emulator,"Stealth
Release Date|1990
Developer|Sega
Publisher|Sega
Platforms|Arcade, Sega Genesis
Description|Steal valuable items while avoiding detection in this 2D stealth game."
bonkers,/roms/bonkers.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQUIyrQjj79wKqd4MuCFG4pUu0GaORIYlAVPIJ0kP-uZqCy8pSdEKsVvuQhp28&s,Category,Emulator,"Action-adventure
Description|Play as Bonkers, a bobcat detective solving crimes in ""Toontown""."
bonks-adventure,/roms/bonks-adventure.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQMaS1NnRcmpgrLOZHxeYmedJYKHMAkjnhVgHmCoN72Z7HNw5_Yg00tQK5X6g&s,Platformer,Emulator,Bonk must defeat enemies by headbutting them in prehistoric levels to rescue Princess Za.
boxing-legends-of-the-ring,/roms/boxing-legends-of-the-ring.md,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQOjYnJO1Zk_zgRUJLMWfSfV6iYY5hM64KG5la4Af79jV494j-J30KHebkh7g&s,Sports,Emulator,Fight as legendary boxers in this classic 8-bit boxing game.
